issn,journal_title,oa_model,apc,year,publisher
1938-7458,Assessment for Effective Intervention,Hybrid,3000,2022,SageChoice
,Australasian Journal of Early Childhood,Hybrid,3250,2022,SageChoice
,Australasian Marketing Journal,Hybrid,3000,2022,SageChoice
1440-1665,Australasian Psychiatry,Hybrid,3750,2022,SageChoice
1440-1614,Australian and New Zealand Journal of Psychiatry,Hybrid,4000,2022,SageChoice
2200-6974,Australian Journal of Career Development,Hybrid,3000,2022,SageChoice
2050-5884,Australian Journal of Education,Hybrid,3250,2022,SageChoice
1327-2020,Australian Journal of Management,Hybrid,3250,2022,SageChoice
1461-7005,Autism,Hybrid,3500,2022,SageChoice
,Avian Biology Research,Hybrid,3750,2022,SageChoice
1552-4167,Behavior Modification,Hybrid,3250,2022,SageChoice
2163-5307,Behavioral Disorders,Hybrid,3250,2022,SageChoice
2163-5323,Beyond Behavior,Hybrid,3000,2022,SageChoice
2051-6789,"Bible Translator, The",Hybrid,3000,2022,SageChoice
1945-7596,Biblical Theology Bulletin,Hybrid,3000,2022,SageChoice
1552-4175,Biological Research For Nursing,Hybrid,3750,2022,SageChoice
,BMS - Bulletin de Methodologie Sociologique,Hybrid,3000,2022,SageChoice
1460-3632,Body & Society,Hybrid,3250,2022,SageChoice
2059-9773,British Journal of Music Therapy,Hybrid,3000,2022,SageChoice
,"British Journal of Occupational Therapy, The",Hybrid,3750,2022,SageChoice
2049-4645,British Journal of Pain,Hybrid,3500,2022,SageChoice
,British Journal of Politics and International Relations,Hybrid,3250,2022,SageChoice
1744-5809,British Journal of Visual Impairment,Hybrid,3000,2022,SageChoice
2059-8025,Building Acoustics,Hybrid,3500,2022,SageChoice
,Building Services Engineering Research and Technology,Hybrid,3750,2022,SageChoice
1552-4183,"Bulletin of Science, Technology & Society",Hybrid,3000,2022,SageChoice
1552-4205,Business & Society,Hybrid,3500,2022,SageChoice
2329-4922,Business and Professional Communication Quarterly,Hybrid,3000,2022,SageChoice
1741-6450,Business Information Review,Hybrid,3000,2022,SageChoice
2054-4715,Cahiers Élisabéthains,Hybrid,3000,2022,SageChoice
0846-5371,Canadian Association of Radiologists Journal,Hybrid,3750,2022,SageChoice
1705-7051,Canadian Journal of Nursing Research,Hybrid,3500,2022,SageChoice
1191-9828,Canadian Journal of Occupational Therapy,Hybrid,3750,2022,SageChoice
,Canadian Journal of Psychiatry,Hybrid,4000,2022,SageChoice
2154-3984,Canadian Journal of School Psychology,Hybrid,3250,2022,SageChoice
1913-701X,Canadian Pharmacists Journal,Hybrid,3500,2022,SageChoice
,Capital and Class,Hybrid,3000,2022,SageChoice
2165-1442,Career Development and Transition for Exceptional Individuals,Hybrid,3250,2022,SageChoice
,Cellular Polymers,Hybrid,3750,2022,SageChoice
1468-2982,Cephalalgia,Hybrid,3000,2022,SageChoice
1477-0865,Child Language Teaching and Therapy,Hybrid,3250,2022,SageChoice
1552-6119,Child Maltreatment,Hybrid,3250,2022,SageChoice
1461-7013,Childhood,Hybrid,3250,2022,SageChoice
1741-590X,China Information,Hybrid,3250,2022,SageChoice
2057-1518,Chinese Journal of Sociology,Hybrid,3000,2022,SageChoice
2378-525X,Christian Education Journal,Hybrid,3000,2022,SageChoice
1745-9206,Chronic Illness,Hybrid,3750,2022,SageChoice
2047-1734,"Citizenship, Social and Economics Education",Hybrid,3000,2022,SageChoice
,City & Community,Hybrid,3000,2022,SageChoice
,"Cleft Palate-Craniofacial Journal, The",Hybrid,3750,2022,SageChoice
1530-812X,Clin-Alert,Hybrid,3500,2022,SageChoice
1552-3802,Clinical Case Studies,Hybrid,3250,2022,SageChoice
1461-7021,Clinical Child Psychology and Psychiatry,Hybrid,3250,2022,SageChoice
2169-5202,Clinical EEG and Neuroscience,Hybrid,3750,2022,SageChoice
1758-101X,Clinical Ethics,Hybrid,3500,2022,SageChoice
1552-3799,Clinical Nursing Research,Hybrid,3750,2022,SageChoice
1938-2707,Clinical Pediatrics,Hybrid,3750,2022,SageChoice
2167-7034,Clinical Psychological Science,Hybrid,3500,2022,SageChoice
1477-0873,Clinical Rehabilitation,Hybrid,4000,2022,SageChoice
1740-7753,Clinical Trials,Hybrid,3750,2022,SageChoice
1940-2473,Clothing and Textiles Research Journal,Hybrid,3250,2022,SageChoice
,Coastal Studies & Society,Hybrid,3000,2022,SageChoice
,Collections,Hybrid,3000,2022,SageChoice
1740-5556,Common Law World Review,Hybrid,3000,2022,SageChoice
2167-4809,Communication and Sport,Hybrid,3250,2022,SageChoice
,Communication and the Public,Hybrid,3000,2022,SageChoice
1538-4837,Communication Disorders Quarterly,Hybrid,3250,2022,SageChoice
1552-3810,Communication Research,Hybrid,3500,2022,SageChoice
1940-2325,Community College Review,Hybrid,3000,2022,SageChoice
1552-3829,Comparative Political Studies,Hybrid,3500,2022,SageChoice
1552-3837,Compensation & Benefits Review,Hybrid,3000,2022,SageChoice
,Competition and Change,Hybrid,3250,2022,SageChoice
2399-2956,Competition and Regulation in Network Industries,Hybrid,3000,2022,SageChoice
1531-2003,Concurrent Engineering,Hybrid,3750,2022,SageChoice
1549-9219,Conflict Management and Peace Science,Hybrid,3250,2022,SageChoice
2163-1808,Contemporary Drug Problems,Hybrid,3000,2022,SageChoice
1463-9491,Contemporary Issues in Early Childhood,Hybrid,3000,2022,SageChoice
,Contemporary Sociology: A Journal of Reviews,Hybrid,3250,2022,SageChoice
,Contexts,Hybrid,3250,2022,SageChoice
1748-7382,Convergence,Hybrid,3250,2022,SageChoice
1460-3691,Cooperation and Conflict,Hybrid,3250,2022,SageChoice
1938-9663,Cornell Hospitality Quarterly,Hybrid,3250,2022,SageChoice
1552-3861,"Counseling Psychologist, The",Hybrid,3250,2022,SageChoice
,Craniomaxillofacial Trauma & Reconstruction,Hybrid,3500,2022,SageChoice
1552-387X,Crime & Delinquency,Hybrid,3250,2022,SageChoice
,Crime Media Culture,Hybrid,3250,2022,SageChoice
1552-3594,Criminal Justice and Behavior,Hybrid,3250,2022,SageChoice
1552-3586,Criminal Justice Policy Review,Hybrid,3000,2022,SageChoice
1556-3839,Criminal Justice Review,Hybrid,3000,2022,SageChoice
1748-8966,Criminology & Criminal Justice,Hybrid,3250,2022,SageChoice
2050-3040,Critical Research on Religion,Hybrid,3000,2022,SageChoice
1461-703X,Critical Social Policy,Hybrid,3250,2022,SageChoice
1569-1632,Critical Sociology,Hybrid,3250,2022,SageChoice
1749-6039,Critical Studies in Television,Hybrid,3000,2022,SageChoice
1460-3721,Critique of Anthropology,Hybrid,3250,2022,SageChoice
1552-3578,Cross-Cultural Research,Hybrid,3250,2022,SageChoice
1461-7048,Cultural Dynamics,Hybrid,3000,2022,SageChoice
1477-0881,Cultural Geographies,Hybrid,3250,2022,SageChoice
1749-9763,Cultural Sociology,Hybrid,3250,2022,SageChoice
1552-356X,Cultural Studies <=> Critical Methodologies,Hybrid,3250,2022,SageChoice
1461-7056,Culture & Psychology,Hybrid,3250,2022,SageChoice
1467-8721,Current Directions in Psychological Science,Hybrid,3500,2022,SageChoice
1461-7064,Current Sociology,Hybrid,3250,2022,SageChoice
1745-5200,Currents in Biblical Research,Hybrid,3000,2022,SageChoice
1741-2684,Dementia,Hybrid,3250,2022,SageChoice
,Developmental Child Welfare,Hybrid,3000,2022,SageChoice
2043-8214,Dialogues in Human Geography,Hybrid,3500,2022,SageChoice
,Dialogues in Urban Research,Hybrid,3000,2022,SageChoice
1467-7695,Diogenes,Hybrid,3000,2022,SageChoice
1750-4821,Discourse & Communication,Hybrid,3250,2022,SageChoice
1460-3624,Discourse & Society,Hybrid,3250,2022,SageChoice
1461-7080,Discourse Studies,Hybrid,3250,2022,SageChoice
,Downside Review,Hybrid,3000,2022,SageChoice
2157-1430,Dramatherapy,Hybrid,3000,2022,SageChoice
2050-3245,"Drug Science, Policy and Law",Hybrid,3500,2022,SageChoice
,Earthquake Spectra,Hybrid,4000,2022,SageChoice
1533-8371,East European Politics and Societies,Hybrid,3250,2022,SageChoice
1461-7099,Economic and Industrial Democracy,Hybrid,3250,2022,SageChoice
1838-2673,"Economic and Labour Relations Review, The",Hybrid,3250,2022,SageChoice
1552-3543,Economic Development Quarterly,Hybrid,3250,2022,SageChoice
1552-3535,Education and Urban Society,Hybrid,3250,2022,SageChoice
,"Education, Citizenship and Social Justice",Hybrid,3000,2022,SageChoice
1552-3519,Educational Administration Quarterly,Hybrid,3500,2022,SageChoice
1552-3888,Educational and Psychological Measurement,Hybrid,3250,2022,SageChoice
1935-1062,Educational Evaluation and Policy Analysis,Hybrid,1000,2022,SageChoice
1741-1440,Educational Management Administration & Leadership,Hybrid,3500,2022,SageChoice
1552-3896,Educational Policy,Hybrid,3250,2022,SageChoice
1935-102X,Educational Researcher,Hybrid,1000,2022,SageChoice
2042-7530,E-Learning and Digital Media,Hybrid,3000,2022,SageChoice
1931-244X,Electronic News,Hybrid,3000,2022,SageChoice
2167-6984,Emerging Adulthood,Hybrid,3250,2022,SageChoice
1754-0747,Emotion Review,Hybrid,3500,2022,SageChoice
1541-4493,Empirical Studies of the Arts,Hybrid,3250,2022,SageChoice
2048-4070,Energy & Environment,Hybrid,3250,2022,SageChoice
2515-1274,Entrepreneurship Education and Pedagogy,Hybrid,3000,2022,SageChoice
,"Entrepreneurship, Theory & Practice",Hybrid,3500,2022,SageChoice
1552-390X,Environment and Behavior,Hybrid,3500,2022,SageChoice
1472-3409,Environment and Planning A,Hybrid,3500,2022,SageChoice
,Environment and Planning B,Hybrid,3250,2022,SageChoice
,Environment and Planning C,Hybrid,3250,2022,SageChoice
,Environment and Planning D,Hybrid,3500,2022,SageChoice
,Environment and Planning E,Hybrid,3000,2022,SageChoice
,Environment and Planning F,Hybrid,3000,2022,SageChoice
1746-0301,Environment and Urbanization,Hybrid,3250,2022,SageChoice
1740-5564,Environmental Law Review,Hybrid,3000,2022,SageChoice
,Equity in Education & Society,Hybrid,3000,2022,SageChoice
2169-5083,Ergonomics in Design: The Quarterly of Human Factors Applications,Hybrid,1500,2022,SageChoice
1741-2706,Ethnicities,Hybrid,3250,2022,SageChoice
1741-2714,Ethnography,Hybrid,3250,2022,SageChoice
1474-9041,European Educational Research Journal,Hybrid,3250,2022,SageChoice
1461-7110,European History Quarterly,Hybrid,3250,2022,SageChoice
1460-3705,European Journal of Communication,Hybrid,3250,2022,SageChoice
1741-2609,European Journal of Criminology,Hybrid,3250,2022,SageChoice
1460-3551,European Journal of Cultural Studies,Hybrid,3250,2022,SageChoice
1461-7129,European Journal of Industrial Relations,Hybrid,3250,2022,SageChoice
1460-3713,European Journal of International Relations,Hybrid,3500,2022,SageChoice
1751-6838,European Journal of Mass Spectrometry,Hybrid,3750,2022,SageChoice
1724-6016,European Journal of Ophthalmology,Hybrid,3750,2022,SageChoice
1099-0984,European Journal of Personality,Hybrid,3500,2022,SageChoice
1741-2730,European Journal of Political Theory,Hybrid,3000,2022,SageChoice
,European Journal of Probation,Hybrid,3000,2022,SageChoice
2399-2948,European Journal of Social Security,Hybrid,3000,2022,SageChoice
1461-7137,European Journal of Social Theory,Hybrid,3250,2022,SageChoice
1461-7420,European Journal of Women's Studies,Hybrid,3250,2022,SageChoice
2399-5556,European Labour Law Journal,Hybrid,3000,2022,SageChoice
1741-2749,European Physical Education Review,Hybrid,3250,2022,SageChoice
2396-9881,European Stroke Journal,Hybrid,3500,2022,SageChoice
1741-2757,European Union Politics,Hybrid,3250,2022,SageChoice
1461-7145,European Urban and Regional Studies,Hybrid,3500,2022,SageChoice
1461-7153,Evaluation,Hybrid,3250,2022,SageChoice
1552-3918,Evaluation & the Health Professions,Hybrid,3750,2022,SageChoice
2515-9372,Evaluation Journal of Australasia,Hybrid,3000,2022,SageChoice
1552-3926,Evaluation Review,Hybrid,3250,2022,SageChoice
2163-5560,Exceptional Children,Hybrid,3500,2022,SageChoice
1535-3699,Experimental Biology and Medicine,Hybrid,3750,2022,SageChoice
1745-5308,Expository Times,Hybrid,3000,2022,SageChoice
,FACE,Hybrid,3500,2022,SageChoice
1945-1350,Families in Society,Hybrid,3250,2022,SageChoice
1741-6248,Family Business Review,Hybrid,3500,2022,SageChoice
1552-3950,"Family Journal, The",Hybrid,3000,2022,SageChoice
,Federal Law Review,Hybrid,3000,2022,SageChoice
1461-7161,Feminism & Psychology,Hybrid,3250,2022,SageChoice
1557-086X,Feminist Criminology,Hybrid,3250,2022,SageChoice
1745-5189,Feminist Theology,Hybrid,3000,2022,SageChoice
1741-2773,Feminist Theory,Hybrid,3250,2022,SageChoice
1552-3969,Field Methods,Hybrid,3250,2022,SageChoice
1740-2344,First Language,Hybrid,3250,2022,SageChoice
1538-4829,Focus on Autism and Other Developmental Disabilities,Hybrid,3250,2022,SageChoice
1564-8265,Food and Nutrition Bulletin,Hybrid,3750,2022,SageChoice
1532-1738,Food Science and Technology International,Hybrid,3750,2022,SageChoice
1944-7876,Foot & Ankle International,Hybrid,3750,2022,SageChoice
1938-7636,Foot and Ankle Specialist,Hybrid,3500,2022,SageChoice
,Foregut,Hybrid,3500,2022,SageChoice
2168-989X,Forum Italicum,Hybrid,3000,2022,SageChoice
1740-2352,French Cultural Studies,Hybrid,3250,2022,SageChoice
1555-4139,Games and Culture,Hybrid,3250,2022,SageChoice
1552-3977,Gender & Society,Hybrid,3250,2022,SageChoice
1931-3756,General Music Today,Hybrid,3000,2022,SageChoice
,German Journal of Human Resource Management,Hybrid,3250,2022,SageChoice
1934-9041,Gifted Child Quarterly,Hybrid,1000,2022,SageChoice
2162-951X,Gifted Child Today,Hybrid,3000,2022,SageChoice
2047-9077,Gifted Education International,Hybrid,3000,2022,SageChoice
1757-9767,Global Health Promotion,Hybrid,3250,2022,SageChoice
1742-7673,Global Media and Communication,Hybrid,3000,2022,SageChoice
1741-2803,Global Social Policy,Hybrid,3000,2022,SageChoice
2043-6106,Global Studies of Childhood,Hybrid,3000,2022,SageChoice
1552-3993,Group & Organization Management,Hybrid,3250,2022,SageChoice
1461-717X,Group Analysis,Hybrid,3000,2022,SageChoice
1461-7188,Group Processes & Intergroup Relations,Hybrid,3250,2022,SageChoice
,Hand,Hybrid,3500,2022,SageChoice
1758-9991,Hand Therapy,Hybrid,3500,2022,SageChoice
1552-6127,Health Education & Behavior,Hybrid,3750,2022,SageChoice
1748-8176,Health Education Journal,Hybrid,3250,2022,SageChoice
1833-3575,Health Information Management Journal,Hybrid,3250,2022,SageChoice
1552-6372,Health Promotion Practice,Hybrid,3500,2022,SageChoice
1758-1044,Health Services Management Research,Hybrid,3500,2022,SageChoice
1461-7196,Health: An Interdisciplinary Journal,Hybrid,3250,2022,SageChoice
2352-3883,Healthcare Management Forum,Hybrid,3000,2022,SageChoice
2167-5112,HERD: Health Environments Research & Design Journal,Hybrid,3750,2022,SageChoice
1361-6412,High Performance Polymers,Hybrid,3750,2022,SageChoice
1724-6067,HIP International,Hybrid,3750,2022,SageChoice
1938-8993,Hispanic Health Care International,Hybrid,3500,2022,SageChoice
1552-6364,Hispanic Journal of Behavioral Sciences,Hybrid,3250,2022,SageChoice
1740-2360,History of Psychiatry,Hybrid,3250,2022,SageChoice
1753-8564,History of Science,Hybrid,3250,2022,SageChoice
1461-720X,History of the Human Sciences,Hybrid,3250,2022,SageChoice
1477-0911,"Holocene, The",Hybrid,3250,2022,SageChoice
1552-6739,Home Health Care Management & Practice,Hybrid,3500,2022,SageChoice
1552-6720,Homicide Studies,Hybrid,3250,2022,SageChoice
1945-1253,Hospital Pharmacy,Hybrid,3500,2022,SageChoice
,HSS Journal,Hybrid,3750,2022,SageChoice
1547-8181,Human Factors,Hybrid,1500,2022,SageChoice
,Human Geography,Hybrid,3000,2022,SageChoice
1741-282X,Human Relations,Hybrid,3500,2022,SageChoice
1552-6712,Human Resource Development Review,Hybrid,3500,2022,SageChoice
,Human Systems,Hybrid,3000,2022,SageChoice
2372-9708,Humanity & Society,Hybrid,3000,2022,SageChoice
1745-2651,IFLA Journal,Hybrid,3000,2022,SageChoice
1552-6968,"Illness, Crisis & Loss",Hybrid,3000,2022,SageChoice
,ILRReview,Hybrid,3000,2022,SageChoice
1541-4477,"Imagination, Cognition and Personality",Hybrid,3000,2022,SageChoice
1475-7583,Improving Schools,Hybrid,3000,2022,SageChoice
,Incarceration,Hybrid,3000,2022,SageChoice
,Inclusive Practices,Hybrid,3000,2022,SageChoice
1423-0070,Indoor and Built Environment,Hybrid,4000,2022,SageChoice
2043-6858,Industry & Higher Education,Hybrid,3000,2022,SageChoice
1741-6469,Information Development,Hybrid,3250,2022,SageChoice
1473-8724,Information Visualization,Hybrid,3750,2022,SageChoice
,Innovations,Hybrid,3000,2022,SageChoice
2049-1123,International Area Studies Review,Hybrid,3000,2022,SageChoice
2396-9407,International Bulletin of Mission Research,Hybrid,3000,2022,SageChoice
1748-0493,International Communication Gazette,Hybrid,3250,2022,SageChoice
1556-3855,International Criminal Justice Review,Hybrid,3000,2022,SageChoice
,International Journal,Hybrid,3250,2022,SageChoice
2048-4003,International Journal of Aeroacoustics,Hybrid,3750,2022,SageChoice
,"International Journal of Aging and Human Development, The",Hybrid,3250,2022,SageChoice
2048-3988,International Journal of Architectural Computing,Hybrid,3500,2022,SageChoice
,"International Journal of Artificial Organs, The",Hybrid,3750,2022,SageChoice
1464-0651,International Journal of Behavioral Development,Hybrid,3250,2022,SageChoice
1756-6878,International Journal of Bilingualism,Hybrid,3250,2022,SageChoice
2329-4892,International Journal of Business Communication,Hybrid,3250,2022,SageChoice
2053-4353,International Journal of Care Coordination,Hybrid,3500,2022,SageChoice
2056-998X,International Journal of Christianity & Education,Hybrid,3000,2022,SageChoice
1745-2554,International Journal of Comparative Sociology,Hybrid,3250,2022,SageChoice
1741-2838,International Journal of Cross Cultural Management,Hybrid,3000,2022,SageChoice
1460-356X,International Journal of Cultural Studies,Hybrid,3250,2022,SageChoice
1530-7921,International Journal of Damage Mechanics,Hybrid,4000,2022,SageChoice
,International Journal of Discrimination and the Law,Hybrid,3000,2022,SageChoice
,International Journal of Educational Reform,Hybrid,3000,2022,SageChoice
,International Journal of Electrical Engineering & Education,Hybrid,4000,2022,SageChoice
2041-3149,International Journal of Engine Research,Hybrid,3500,2022,SageChoice
,International Journal of Entrepreneurship and Innovation,Hybrid,3000,2022,SageChoice
,"International Journal of Evidence & Proof, The",Hybrid,3000,2022,SageChoice
1541-4469,International Journal of Health Services,Hybrid,3750,2022,SageChoice
1741-2846,International Journal of High Performance Computing Applications,Hybrid,3750,2022,SageChoice
1552-6941,"International Journal of Lower Extremity Wounds, The",Hybrid,3750,2022,SageChoice
2052-7756,International Journal of Maritime History,Hybrid,3000,2022,SageChoice
2515-2173,International Journal of Market Research,Hybrid,3250,2022,SageChoice
